Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude
358,K7IDS Seattle Se,Analogue,	444.77500,	449.77500,12.5,,,,,,,,None,173.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
359,W7AW Seattle Hig,Analogue,	440.97500,	445.97500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
360,W7AW Seattle Sou,Analogue,	441.80000,	446.80000,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
361,W7MIR Mercer Isl,Analogue,	440.15000,	445.15000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
362,W7ACS Seattle We,Analogue,	443.20000,	448.20000,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
363,W7BMW Seattle,Analogue,	445.82500,	445.82500,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
364,KC7IYE Bellevue,Analogue,	441.10000,	446.10000,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
365,N7ERP Bellevue C,Analogue,	441.28750,	446.28750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
366,K7LWH Bellevue L,Analogue,	444.60000,	449.60000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
367,K7LWH Bellevue,Analogue,	443.06250,	448.06250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
368,WW7MST Seattle N,Analogue,	444.82500,	449.82500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
369,K7LWH Kirkland,Analogue,	441.07500,	446.07500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
370,W7ACS Seattle Ro,Analogue,	443.65000,	448.65000,12.5,,,,,,,,None,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
371,K7LFP Shoreline,Analogue,	440.12500,	445.12500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
372,KF7BFT Tukwila S,Analogue,	440.42500,	445.42500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
373,K7FDF Renton,Analogue,	443.60000,	448.60000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
374,W7BUR Burien Gre,Analogue,	441.12500,	446.12500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
375,N6OBY Redmond,Analogue,	440.67500,	445.67500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
376,W7AUX Shoreline,Analogue,	440.30000,	445.30000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
377,W7NPC Bainbridge,Analogue,	444.47500,	449.47500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
378,KF7BJI Bellevue,Analogue,	444.85000,	449.85000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
379,W7NPC Bainbridg1,Analogue,	444.56250,	449.56250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
380,WA7ST Seatac Sea,Analogue,	443.10000,	448.10000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
381,N7IH Kirkland,Analogue,	443.57500,	448.57500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
382,W7AUX Sho CRISTA,Analogue,	442.82500,	447.82500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
383,KE7GFZ Bellevue,Analogue,	441.82500,	446.82500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
384,N6OBY Bellevue C,Analogue,	443.32500,	448.32500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
385,KF7BFS SeaTac St,Analogue,	440.27500,	445.27500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
386,W7ACS Seattle La,Analogue,	440.60000,	445.60000,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
387,W7ACS Seattle L1,Analogue,	441.02500,	446.02500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
388,K7MMI Bellevue C,Analogue,	442.32500,	447.32500,12.5,,,,,,,,None,151.4,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
389,KF7BJI Issaquah,Analogue,	441.55000,	446.55000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
390,K7OET Bellevue C,Analogue,	444.32500,	449.32500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
391,K7PP Bellevue Co,Analogue,	443.40000,	448.40000,12.5,,,,,,,,151.4,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
392,WA7HJR Bothell,Analogue,	442.55000,	447.55000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
393,KC7IGT Renton,Analogue,	441.45000,	446.45000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
394,KG7CM Vashon Isl,Analogue,	443.77500,	448.77500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
395,W7VMI Vashon Isl,Analogue,	443.50000,	448.50000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
396,WA7DEM Mountlake,Analogue,	443.72500,	448.72500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
397,K6RFK Woodinvill,Analogue,	442.77500,	447.77500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
398,AG7NA Woodinvill,Analogue,	430.00000,	430.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
399,N7MTC Bremerton,Analogue,	443.05000,	448.05000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
400,KF7UUY Bothell,Analogue,	441.26250,	446.26250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
401,K7SLB Bothell,Analogue,	440.05000,	445.05000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
402,WE7SCA Edmonds,Analogue,	444.02500,	449.02500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
403,K7OET Bremerton,Analogue,	442.25000,	447.25000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
404,WA7JH Bremerton,Analogue,	441.17500,	446.17500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
405,W7PSE Bremerton,Analogue,	441.75000,	446.75000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
406,N6CES Lynnwood,Analogue,	444.67500,	449.67500,12.5,,,,,,,,173.8,173.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
407,K7DK Quilcene Bu,Analogue,	440.95000,	445.95000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
408,N9VW Issaquah,Analogue,	440.25000,	445.25000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
409,WA7HJR Issaquah,Analogue,	444.63750,	449.63750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
410,WB7DOB Renton La,Analogue,	441.37500,	446.37500,12.5,,,,,,,,173.8,173.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
411,N7KGJ Issaquah S,Analogue,	444.52500,	449.52500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
412,K7OET Bremerton1,Analogue,	444.80000,	449.80000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
413,W7KWS Kingston,Analogue,	442.22500,	447.22500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
414,WR7HE Olalla,Analogue,	440.22500,	445.22500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
415,WA6PMX Poulsbo,Analogue,	442.20000,	447.20000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
416,WA7FW Federal Wa,Analogue,	443.85000,	448.85000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
417,K7NWS Issaquah W,Analogue,	442.07500,	447.07500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
418,W6AV Port Orchar,Analogue,	441.57500,	446.57500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
419,WA7FW Federal W1,Analogue,	442.95000,	447.95000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
420,WA7HJR Issaquah1,Analogue,	444.65000,	449.65000,12.5,,,,,,,,131.8,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
421,K7DNR Issaquah T,Analogue,	442.60000,	447.60000,12.5,,,,,,,,None,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
422,K7KG Issaquah Ti,Analogue,	443.30000,	448.30000,12.5,,,,,,,,None,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
423,W7WWI Issaquah E,Analogue,	442.02500,	447.02500,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
424,KF7BJI Hobart Ra,Analogue,	442.15000,	447.15000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
425,KF7NPL Maple Val,Analogue,	442.67500,	447.67500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
426,KE7GFZ Duvall,Analogue,	443.25000,	448.25000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
427,WW7RA Bremerton,Analogue,	442.65000,	447.65000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
428,K7PP Bremerton G,Analogue,	441.20000,	446.20000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
429,W7TWA Bremerton,Analogue,	441.50000,	446.50000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
430,WA7FW Federal W2,Analogue,	442.92500,	447.92500,12.5,,,,,,,,D036N,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
431,K7SLB Monroe Rat,Analogue,	443.12500,	448.12500,12.5,,,,,,,,110.9,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
432,N7SNO Snoqualmie,Analogue,	444.92500,	449.92500,12.5,,,,,,,,None,85.4,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
433,N7SNO Snoqualmi1,Analogue,	442.70000,	447.70000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
434,W7EAT Eatonvill1,Analogue,	442.72500,	447.72500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
435,W7PSE North Bend,Analogue,	441.77500,	446.77500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
436,W7PSE Sumner Whi,Analogue,	443.62500,	448.62500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
437,WA7WKT Quilcene,Analogue,	444.30000,	449.30000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
438,W7SKY Sultan,Analogue,	444.12500,	449.12500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
439,WB0CZA Quilcene,Analogue,	441.12500,	446.12500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
440,W2ZT Quilcene Bu,Analogue,	442.50000,	447.50000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
441,WC7T Sultan Hays,Analogue,	441.87500,	446.87500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
442,WO7O Quilcene Ho,Analogue,	443.42500,	448.42500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
443,WA7VC North Bend,Analogue,	440.72500,	445.72500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
444,WA7VC North Ben1,Analogue,	446.52500,	446.52500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
445,WA7VC North Ben2,Analogue,	440.01250,	445.01250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
446,WA7LBS Buckley,Analogue,	443.02500,	448.02500,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
447,N7NFY Gold Bar H,Analogue,	443.87500,	448.87500,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
448,WC7T Everett,Analogue,	444.97500,	449.97500,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
449,W7EAR Gold Bar,Analogue,	442.17500,	447.17500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
450,K7OET Enumclaw B,Analogue,	444.80000,	449.80000,12.5,,,,,,,,None,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
451,W7PSE Enumclaw B,Analogue,	441.70000,	446.70000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
452,WA7DMR Enumclaw,Analogue,	441.35000,	446.35000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
453,W7TWA Enumclaw B,Analogue,	441.62500,	446.62500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
454,WB7DOB Enumclaw1,Analogue,	442.62500,	447.62500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
455,WW7PSR Seattle1,Analogue,	146.96000,	146.36000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
456,WW7MST Seattle1,Analogue,	146.90000,	146.30000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
457,W7AW Seattle Wes,Analogue,	145.13000,	144.53000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
458,W7MIR Mercer Is1,Analogue,	147.16000,	147.76000,12.5,,,,,,,,146.2,146.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
459,WA7DMR Bellevue,Analogue,	147.02000,	147.62000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
460,K7LWH Bellevue1,Analogue,	146.41250,	147.41250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
461,K7LWH Kirkland R,Analogue,	145.49000,	144.89000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
462,W7WWI Issaquah T,Analogue,	147.08000,	147.68000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
463,K7SLB Bellevue C,Analogue,	146.47500,	147.47500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
464,KC7IYE Redmond,Analogue,	145.31000,	144.71000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
465,NC7G Seatac SeaT,Analogue,	146.66000,	146.06000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
466,W7RNK Issaquah C,Analogue,	147.99500,	147.39500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
467,K6RFK Woodinvil1,Analogue,	147.34000,	147.94000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
468,W7DX Redmond Uni,Analogue,	147.00000,	146.40000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
469,WA7DEM Lynnwood,Analogue,	146.78000,	146.18000,12.5,,,,,,,,None,D172N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
470,N7IG Port Orchar,Analogue,	145.39000,	144.79000,12.5,,,,,,,,None,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
471,K7TGU Issaquah,Analogue,	146.42500,	147.02500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
472,NW7DR Kingston N,Analogue,	147.46250,	146.46250,12.5,,,,,,,,210.7,210.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
473,K7CST Kent,Analogue,	147.32000,	147.92000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
474,KD7WDG Silverdal,Analogue,	145.43000,	144.83000,12.5,,,,,,,,None,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
475,K7NWS Issaquah1,Analogue,	145.33000,	144.73000,12.5,,,,,,,,179.9,179.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
476,K7PF Issaquah Ti,Analogue,	146.88000,	146.28000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
477,KC7RAS Issaquah,Analogue,	147.10000,	147.70000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
478,WA7FW Federal W3,Analogue,	146.84000,	146.24000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
479,WA7FW Federal W4,Analogue,	146.76000,	146.16000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
480,WA7FW Federal W5,Analogue,	147.04000,	147.64000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
481,KF7NPL Maple Va1,Analogue,	147.26000,	147.86000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
482,KE7GFZ Carnation,Analogue,	145.59000,	145.59000,12.5,,,,,,,,None,162.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
483,KF7BJI Issaquah1,Analogue,	146.87500,	146.27500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
484,K7LED Issaquah T,Analogue,	146.82000,	146.22000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
485,K7SYE Auburn,Analogue,	147.24000,	147.84000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
486,WW7RA Bremerton1,Analogue,	146.62000,	146.02000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
487,KC7SAR North Ben,Analogue,	145.11000,	144.51000,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
488,WB7DVN Eldon,Analogue,	146.45000,	147.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
489,AF7PR Enumclaw B,Analogue,	146.43750,	147.43750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
490,K7MMI Enumclaw B,Analogue,	146.98000,	146.38000,12.5,,,,,,,,None,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
491,W7AAO Enumclaw G,Analogue,	145.37000,	144.77000,12.5,,,,,,,,None,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
494,FM 146.52,Analogue,	146.52000,	146.52000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
495,FM 146.53,Analogue,	146.53000,	146.53000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
496,FM 146.54,Analogue,	146.54000,	146.54000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
497,FM 146.55,Analogue,	146.55000,	146.55000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
498,FM 146.56,Analogue,	146.56000,	146.56000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
499,FM 146.57,Analogue,	146.57000,	146.57000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
500,FM 146.58,Analogue,	146.58000,	146.58000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
501,FM 147.52,Analogue,	147.52000,	147.52000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
502,FM 147.53,Analogue,	147.53000,	147.53000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
503,FM 147.54,Analogue,	147.54000,	147.54000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
504,FM 147.55,Analogue,	147.55000,	147.55000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
505,FM 147.56,Analogue,	147.56000,	147.56000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
506,FM 147.57,Analogue,	147.57000,	147.57000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
507,FM 147.58,Analogue,	147.58000,	147.58000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
508,FM 147.59,Analogue,	147.59000,	147.59000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
509,FM 147.60,Analogue,	147.60000,	147.60000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
510,FM 446.000,Analogue,	446.00000,	446.00000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
511,FM 446.025,Analogue,	446.02500,	446.02500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
512,FM 445.8,Analogue,	445.80000,	445.80000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
513,FM 445.825,Analogue,	445.82500,	445.82500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
514,FM 445.85,Analogue,	445.85000,	445.85000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
515,FM 445.875,Analogue,	445.87500,	445.87500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
516,FM 445.9,Analogue,	445.90000,	445.90000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
517,FM 445.975,Analogue,	445.97500,	445.97500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
518,GM136 1,Analogue,	462.55000,	462.55000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
519,GM136 2,Analogue,	462.57500,	462.57500,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
520,GM136 3,Analogue,	462.60000,	462.60000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
521,GM136 4,Analogue,	462.62500,	462.62500,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
522,GM136 5,Analogue,	462.65000,	462.65000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
523,GM136 6,Analogue,	462.67500,	462.67500,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
524,GM136 7,Analogue,	462.70000,	462.70000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
525,GM136 8,Analogue,	462.72500,	462.72500,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
526,M136 1,Analogue,	151.82000,	151.82000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
527,M136 2,Analogue,	151.88000,	151.88000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
528,M136 3,Analogue,	151.94000,	151.94000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
529,M136 4,Analogue,	154.57000,	154.57000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
530,M136 5,Analogue,	154.60000,	154.60000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
531,FRS 1,Analogue,	462.56250,	462.56250,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
532,FRS 2,Analogue,	462.58750,	462.58750,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
533,FRS 3,Analogue,	462.61250,	462.61250,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
534,FRS 4,Analogue,	462.63750,	462.63750,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
535,FRS 5,Analogue,	462.66750,	462.66750,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
536,FRS 6,Analogue,	462.68750,	462.68750,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
537,FRS 7,Analogue,	462.71250,	462.71250,12.5,,,,,,,,None,None,Disabled,P6,No,No,No,90,Off,No,No,None,0,0
538,FRS 8 (IS),Analogue,	467.56250,	467.56250,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
539,FRS 9 (IS),Analogue,	467.58750,	467.58750,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
540,FRS 10 (IS),Analogue,	467.61250,	467.61250,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
541,FRS 11 (IS),Analogue,	467.63750,	467.63750,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
542,FRS 12 (IS),Analogue,	467.66250,	467.66250,12.5,,,,,,,,None,None,Disabled,P3,No,No,No,90,Off,No,No,None,0,0
